sample_index,filepath,source_word,true_label,condition,snr_db,transcript_raw,transcript_normalized,transcript_non_empty,asr_latency_sec,total_latency_sec,peak_normalized,peak_before_normalization,asr_failed,error
4733,dataset/raw/movement/right/d5b963aa_nohash_3.wav,right,movement,snr_m10db,-10.0,,,0,0.059510,0.060512,1,1.402510,0,
4734,dataset/raw/unknown/house/850e2222_nohash_0.wav,house,unknown,snr_m10db,-10.0,,,0,0.058428,0.059899,0,0.406052,0,
4735,dataset/raw/unknown/five/840c366d_nohash_0.wav,five,unknown,snr_m10db,-10.0,Bye!,bye,1,0.057161,0.057957,1,1.490044,0,
4736,dataset/raw/movement/go/1cc80e39_nohash_0.wav,go,movement,snr_m10db,-10.0,,,0,0.055458,0.056963,0,0.919742,0,
4737,dataset/raw/emergency/no/fb7eb481_nohash_0.wav,no,emergency,snr_m10db,-10.0,ahhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,ahhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,1,0.539409,0.540598,1,1.357692,0,
4738,dataset/raw/emergency/no/61e2f74f_nohash_3.wav,no,emergency,snr_m10db,-10.0,,,0,0.058607,0.059288,1,1.254665,0,
4739,dataset/raw/emergency/no/f5341341_nohash_1.wav,no,emergency,snr_m10db,-10.0,ahhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,ahhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,1,0.689775,0.690961,1,1.861142,0,
4740,dataset/raw/unknown/bed/ce49cb60_nohash_0.wav,bed,unknown,snr_m10db,-10.0,,,0,0.058783,0.061493,0,0.500476,0,
4741,dataset/raw/movement/on/6aa8def4_nohash_4.wav,on,movement,snr_m10db,-10.0,Oh,oh,1,0.059105,0.060451,0,0.628146,0,
4742,dataset/raw/unknown/six/64df20d8_nohash_4.wav,six,unknown,snr_m10db,-10.0,Thank you.,thank you,1,0.061128,0.062579,0,0.350569,0,
4743,dataset/raw/unknown/learn/0d85a428_nohash_0.wav,learn,unknown,snr_m10db,-10.0,,,0,0.056667,0.057896,0,0.602944,0,
4744,dataset/raw/unknown/bed/1bb6ed89_nohash_1.wav,bed,unknown,snr_m10db,-10.0,,,0,0.055069,0.056485,0,0.358790,0,
4745,dataset/raw/emergency/wow/41dce6f5_nohash_1.wav,wow,emergency,snr_m10db,-10.0,Wow!,wow,1,0.054526,0.055955,1,1.771999,0,
4746,dataset/raw/emergency/stop/a7200079_nohash_3.wav,stop,emergency,snr_m10db,-10.0,,,0,0.053856,0.055397,0,0.787791,0,
4747,dataset/raw/unknown/two/3ce4910e_nohash_0.wav,two,unknown,snr_m10db,-10.0,,,0,0.056444,0.057089,1,2.217782,0,
4748,dataset/raw/unknown/zero/5c39594f_nohash_1.wav,zero,unknown,snr_m10db,-10.0,Good luck.,good luck,1,0.057213,0.058465,1,1.330354,0,
4749,dataset/raw/emergency/no/f19c1390_nohash_2.wav,no,emergency,snr_m10db,-10.0,,,0,0.055487,0.057113,1,1.013257,0,
4750,dataset/raw/emergency/wow/32ad5b65_nohash_0.wav,wow,emergency,snr_m10db,-10.0,,,0,0.053419,0.054717,1,1.493876,0,
4751,dataset/raw/unknown/eight/f4cae173_nohash_0.wav,eight,unknown,snr_m10db,-10.0,Bye!,bye,1,0.052722,0.056297,0,0.277788,0,
4752,dataset/raw/unknown/cat/f9af0887_nohash_0.wav,cat,unknown,snr_m10db,-10.0,Yeah!,yeah,1,0.051574,0.054652,1,1.091460,0,
4753,dataset/raw/unknown/seven/2e75d37a_nohash_1.wav,seven,unknown,snr_m10db,-10.0,7,,0,0.050818,0.051477,0,0.944056,0,
4754,dataset/raw/movement/right/0132a06d_nohash_2.wav,right,movement,snr_m10db,-10.0,Yay!,yay,1,0.054028,0.054635,1,1.680710,0,
4755,dataset/raw/unknown/dog/d71ad617_nohash_1.wav,dog,unknown,snr_m10db,-10.0,,,0,0.053301,0.053914,1,1.366672,0,
4756,dataset/raw/emergency/stop/151bfb79_nohash_0.wav,stop,emergency,snr_m10db,-10.0,,,0,0.055127,0.056489,0,0.328686,0,
4757,dataset/raw/unknown/nine/36050ef3_nohash_3.wav,nine,unknown,snr_m10db,-10.0,,,0,0.050180,0.051460,0,0.327975,0,
4758,dataset/raw/unknown/cat/e9bc5cc2_nohash_0.wav,cat,unknown,snr_m10db,-10.0,Catch it.,catch it,1,0.052475,0.053749,1,1.290235,0,
4759,dataset/raw/unknown/eight/bb6d4301_nohash_0.wav,eight,unknown,snr_m10db,-10.0,Good job.,good job,1,0.053611,0.055135,1,1.491173,0,
4760,dataset/raw/movement/right/5525ff66_nohash_0.wav,right,movement,snr_m10db,-10.0,Right.,right,1,0.050731,0.053300,0,0.227371,0,
4761,dataset/raw/emergency/no/50d1c8e3_nohash_1.wav,no,emergency,snr_m10db,-10.0,,,0,0.051966,0.052566,1,3.352440,0,
4762,dataset/raw/movement/forward/837a0f64_nohash_1.wav,forward,movement,snr_m10db,-10.0,,,0,0.057825,0.058413,1,1.967644,0,
4763,dataset/raw/emergency/warning_alert/Watch_out/en_GB-alan-medium.wav,warning_alert,emergency,snr_m10db,-10.0,Watch out!,watch out,1,0.054649,0.056034,1,2.172232,0,
4764,dataset/raw/movement/right/3ee0fc39_nohash_0.wav,right,movement,snr_m10db,-10.0,,,0,0.052886,0.054928,0,0.475986,0,
4765,dataset/raw/movement/off/587f3271_nohash_0.wav,off,movement,snr_m10db,-10.0,,,0,0.060712,0.063869,0,0.192948,0,
4766,dataset/raw/unknown/eight/e53139ad_nohash_3.wav,eight,unknown,snr_m10db,-10.0,Okay.,okay,1,0.054897,0.056246,0,0.227050,0,
4767,dataset/raw/emergency/no/189cbabe_nohash_0.wav,no,emergency,snr_m10db,-10.0,Bye!,bye,1,0.055346,0.056695,1,1.185762,0,
4768,dataset/raw/emergency/no/43691f67_nohash_0.wav,no,emergency,snr_m10db,-10.0,ahhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,ahhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,1,0.516177,0.517266,0,0.400143,0,
4769,dataset/raw/movement/off/e3e0f145_nohash_1.wav,off,movement,snr_m10db,-10.0,,,0,0.059516,0.061222,1,1.062093,0,
4770,dataset/raw/movement/right/042ea76c_nohash_0.wav,right,movement,snr_m10db,-10.0,Please.,please,1,0.063824,0.066474,0,0.643419,0,
4771,dataset/raw/emergency/yes/0d6d7360_nohash_0.wav,yes,emergency,snr_m10db,-10.0,Yeah.,yeah,1,0.064830,0.066129,0,0.222236,0,
4772,dataset/raw/unknown/five/b15fc37d_nohash_0.wav,five,unknown,snr_m10db,-10.0,Bye!,bye,1,0.063404,0.064580,0,0.728794,0,
4773,dataset/raw/movement/left/fd5ccd39_nohash_3.wav,left,movement,snr_m10db,-10.0,,,0,0.057211,0.058572,0,0.873970,0,
4774,dataset/raw/emergency/stop/9b02d503_nohash_1.wav,stop,emergency,snr_m10db,-10.0,,,0,0.051112,0.052391,0,0.938110,0,
4775,dataset/raw/unknown/house/3fdafe25_nohash_0.wav,house,unknown,snr_m10db,-10.0,,,0,0.054889,0.055756,0,0.222395,0,
4776,dataset/raw/movement/up/a77fbcfd_nohash_2.wav,up,movement,snr_m10db,-10.0,,,0,0.053509,0.054953,1,1.579136,0,
4777,dataset/raw/unknown/six/29fb33da_nohash_1.wav,six,unknown,snr_m10db,-10.0,Thank you.,thank you,1,0.056021,0.058935,1,1.219980,0,
4778,dataset/raw/movement/right/a1e71565_nohash_0.wav,right,movement,snr_m10db,-10.0,,,0,0.055704,0.056974,1,1.179348,0,
4779,dataset/raw/unknown/four/65d81c54_nohash_0.wav,four,unknown,snr_m10db,-10.0,Yeah!,yeah,1,0.053638,0.054961,1,1.021104,0,
4780,dataset/raw/emergency/reaction/Oh_no/en_US-danny-low.wav,reaction,emergency,snr_m10db,-10.0,,,0,0.055801,0.059451,1,1.462423,0,
4781,dataset/raw/movement/go/d1453a87_nohash_1.wav,go,movement,snr_m10db,-10.0,Go!,go,1,0.053315,0.054513,0,0.328604,0,
4782,dataset/raw/unknown/seven/f19c1390_nohash_0.wav,seven,unknown,snr_m10db,-10.0,That's it.,that s it,1,0.058808,0.059577,1,1.141979,0,
4783,dataset/raw/movement/up/67961766_nohash_0.wav,up,movement,snr_m10db,-10.0,Ah!,ah,1,0.054650,0.055991,0,0.768139,0,
4784,dataset/raw/unknown/nine/1e02ffc5_nohash_2.wav,nine,unknown,snr_m10db,-10.0,Bye!,bye,1,0.053032,0.054648,1,1.222389,0,
4785,dataset/raw/movement/on/27b03931_nohash_0.wav,on,movement,snr_m10db,-10.0,,,0,0.055534,0.058852,0,0.313095,0,
4786,dataset/raw/movement/down/1ed0b13d_nohash_1.wav,down,movement,snr_m10db,-10.0,down,down,1,0.052664,0.054198,1,1.252434,0,
4787,dataset/raw/emergency/no/27c24504_nohash_1.wav,no,emergency,snr_m10db,-10.0,ahhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,ahhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,1,0.566297,0.569672,1,2.120555,0,
4788,dataset/raw/emergency/reaction/Get_back/en_US-hfc_female-medium.wav,reaction,emergency,snr_m10db,-10.0,Get back!,get back,1,0.065077,0.066335,1,1.908290,0,
4789,dataset/raw/emergency/backward/3d794813_nohash_2.wav,backward,emergency,snr_m10db,-10.0,,,0,0.065078,0.066910,1,1.569337,0,
4790,dataset/raw/unknown/nine/de3fe344_nohash_4.wav,nine,unknown,snr_m10db,-10.0,Bye!,bye,1,0.063685,0.066663,1,1.641120,0,
4791,dataset/raw/emergency/stop/41777abb_nohash_0.wav,stop,emergency,snr_m10db,-10.0,,,0,0.062499,0.064649,1,1.049312,0,
4792,dataset/raw/movement/off/f01a0d63_nohash_3.wav,off,movement,snr_m10db,-10.0,Oh yeah!,oh yeah,1,0.062260,0.063713,0,0.765076,0,
4793,dataset/raw/unknown/nine/54ad8f22_nohash_3.wav,nine,unknown,snr_m10db,-10.0,,,0,0.061223,0.062486,0,0.971117,0,
4794,dataset/raw/movement/off/97f4c236_nohash_3.wav,off,movement,snr_m10db,-10.0,,,0,0.063046,0.064328,1,1.468130,0,
4795,dataset/raw/emergency/backward/226537ab_nohash_1.wav,backward,emergency,snr_m10db,-10.0,,,0,0.061859,0.063057,1,1.985391,0,
4796,dataset/raw/movement/up/0c5027de_nohash_1.wav,up,movement,snr_m10db,-10.0,,,0,0.059442,0.060798,0,0.321450,0,
4797,dataset/raw/movement/follow/72e382bd_nohash_2.wav,follow,movement,snr_m10db,-10.0,AHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHH,ahhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,1,0.495925,0.497648,1,1.176292,0,
