language,dataset_name,sample_id,sentence_id,source_text_for_gloss,english_gloss,gloss_source,gloss_confidence,strict_eligible,notes
Quechua,quechua,audios/16750.wav,N169,Un camión ha atropellado a una señora,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16751.wav,S192,Les hablaré a todos jóvenes,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16752.wav,N081,¿Dónde has estado?,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16753.wav,T170,"Mis hermanos son tres, mis hermanas también son tres",NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16754.wav,H017,Continúa! Sigue!,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16755.wav,N044,Tú estás viendo la luna,you are seeing the moon,quechua.misc_sentence.translation.spa + googletranslate(es->en),medium,1,translated in priority batch
Quechua,quechua,audios/16756.wav,E052,Yo tengo que estar allí,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16757.wav,C192,Tú comes una sopa dulce.,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16758.wav,E145,Separa la raíz de estas palabras,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16759.wav,E181,Esta racacha se parece a la yuca,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16760.wav,S060,Ellos caminan hacia abajo,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16761.wav,C161,Pedro lleva pan,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16762.wav,E104,Las vacunas nos protegen de las enĨermedades.,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16763.wav,B146,El colli es pariente del quishuar,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16764.wav,N105,Vengo de Cusco,I come from Cusco,quechua.misc_sentence.translation.spa + googletranslate(es->en),medium,1,translated in priority batch
Quechua,quechua,audios/16765.wav,E034,Verano,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16766.wav,N034,Testigo,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16767.wav,C110,Un psicólogo va a hacerle preguntas a su hija/o para ayudarla,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16768.wav,E036,Mañana,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16769.wav,A044,Él tiene mi lampa,He has my lamp,quechua.misc_sentence.translation.spa + googletranslate(es->en),medium,1,translated in priority batch
Quechua,quechua,audios/16770.wav,E132,Escribe tu nombre y apellido,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16771.wav,F040,"Perforador, Alizna",NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16772.wav,N102,Las vacunas nos protegen de las enĨermedades.,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16773.wav,C138,Dos varas constituyen una brazada,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16774.wav,E109,Toda la familia está entrojando el maíz,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16775.wav,F016,Cruz,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16776.wav,F093,"Hay mucha sequía, seguramente han ofendido a los espíritus de los cerros","There is a lot of drought, surely they have offended the spirits of the hills",quechua.misc_sentence.translation.spa + googletranslate(es->en),medium,1,translated in priority batch
Quechua,quechua,audios/16777.wav,E061,Está escondido detrás de la casa,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16778.wav,H176,"Mi hermanito menor tiene un año, y ya está dando sus primeros pasos.",NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16779.wav,N017,Freír,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16780.wav,E025,Números,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16781.wav,E221,"La posibilidad de que los sueños se cumplan, hace que la vida sea fascinante.",NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16782.wav,F123,El espejo apareció quebrado en diez pedazos,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16783.wav,A045,No mires el arco iris,Don't look at the rainbow,quechua.misc_sentence.translation.spa + googletranslate(es->en),medium,1,translated in priority batch
Quechua,quechua,audios/16784.wav,T159,Preparemos tablas para techar la casa.,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16785.wav,N225,"Vacía el agua a la olla grande, luego trae más agua",NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16786.wav,N135,Mi mamá es bajita no más.,My mom is just short.,quechua.misc_sentence.translation.spa + googletranslate(es->en),medium,1,translated in priority batch
Quechua,quechua,audios/16787.wav,E065,Esta mirando tu gato,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16788.wav,E110,Mañana iremos a pescar suches,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16789.wav,C107,Él vende granos de la chacra al pueblo,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16790.wav,N146,"Aunque no es fácil, las personas son capaces de perdonar incluso las transgresiones más graves.","Although it is not easy, people are able to forgive even the most serious transgressions.",quechua.misc_sentence.translation.spa + googletranslate(es->en),medium,1,translated in priority batch
Quechua,quechua,audios/16791.wav,C040,Cocina,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16792.wav,C143,El había jugado,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16793.wav,N160,No hay nada imposible,There is nothing impossible,quechua.misc_sentence.translation.spa + googletranslate(es->en),medium,1,translated in priority batch
Quechua,quechua,audios/16794.wav,F014,Lechuza,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16795.wav,T215,"Muchos hombres compitieron por su mano, pero ella los rechazó, buscando la felicidad en soledad.",NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16796.wav,N005,Respeto,I respect,quechua.misc_sentence.translation.spa + googletranslate(es->en),medium,1,translated in priority batch
Quechua,quechua,audios/16797.wav,C163,Entre jovenes corriendo se ganan,Between young people running they win,quechua.misc_sentence.translation.spa + googletranslate(es->en),medium,1,translated in priority batch
Quechua,quechua,audios/16798.wav,E091,Quiero explicar nuestro trabajo,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16799.wav,F005,Ensangrentado,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16800.wav,B086,Ese lugar se llamaba Pillpintu,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16801.wav,N224,Llorando mucho se llevaron al cadáver,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16802.wav,S112,Tal vez la cosa que sea más importante para las personas es que sean felices con ellos mismos.,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16803.wav,C015,Negro,Black,quechua.misc_sentence.translation.spa + googletranslate(es->en),medium,1,translated in priority batch
Quechua,quechua,audios/16804.wav,E225,"Cada vez que veo a personas que son amables y sonrientes, también sonrío ampliamente.",NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16805.wav,N210,Mi mamá me enseña a cocinar,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16806.wav,E230,"Después de estudiar mucho, aprobé el examen con la mejor calificación.",NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16807.wav,S189,Jóvenes y señoritas vengan,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16808.wav,T188,"Cuando alguien te llama débil, de repente pierdes fuerza y entusiasmo para continuar la lucha contra la adversidad.",NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16809.wav,E029,Liviano,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16810.wav,E117,Los bledos son buenos para consumirlos cocidos como verduras,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16811.wav,E012,Cielo,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16812.wav,F155,Las liendres se matan hirviendo la ropa infestada.,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16813.wav,N132,De la chacra de papas hay que deshierbar todas las malezas.,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16814.wav,N028,"Atorarse, Ahogarse","Get stuck, drown",quechua.misc_sentence.translation.spa + googletranslate(es->en),medium,1,translated in priority batch
Quechua,quechua,audios/16815.wav,E064,Él vino,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16816.wav,B199,"El problema con la vida es que no hay práctica, tiene que tomarlo en serio la primera vez.",NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16817.wav,F128,El viento remolino no es común en estos pueblos,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16818.wav,F069,Cuando cabalgo se me adormecen las piernas.,When I ride my legs go numb.,quechua.misc_sentence.translation.spa + googletranslate(es->en),medium,1,translated in priority batch
Quechua,quechua,audios/16819.wav,C062,Ellas habrían pastoreado con sus enamorados,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16820.wav,F217,Eres nuestra peor pesadilla y no sabemos qué hacer.,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16821.wav,F080,Me asaltaron entre tres.,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16822.wav,N019,Preparado de tierra para la siembra,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16823.wav,H134,Las casas con buena cimentación no se derrumban,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16824.wav,N024,"Sufrir Necesidades, desperdiciarse",NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16825.wav,F156,La sangre de la gallina degollada sale a borbotones.,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16826.wav,A137,Esa lana blanca voy a teñirla a rojo.,I'm going to dye that white wool red.,quechua.misc_sentence.translation.spa + googletranslate(es->en),medium,1,translated in priority batch
Quechua,quechua,audios/16827.wav,C166,El sapo no tiene sangre,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16828.wav,F224,Las ciudades estaban llenas de un hedor inimaginable para nosotros.,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16829.wav,F006,Herido,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16830.wav,E050,Aprenderé en 2 meses,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16831.wav,C204,Yo como sopa de maíz sabrosa.,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16832.wav,T087,El pato no tiene miedo a las aguas,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16833.wav,E052,Yo tengo que estar allí,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16834.wav,F006,Herido,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16835.wav,C093,Tu quieres un escrito,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16836.wav,T037,Escarmentar,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16837.wav,S162,Las personas se dedican a todo tipo de trabajo,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16838.wav,E059,El tiempo de lluvia empieza en enero,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16839.wav,H141,Mario siembra maiz en nuestra chacra,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16840.wav,F018,Pastor,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16841.wav,A158,La granadilla crece enredándose a los árboles vecinos.,The passion fruit grows by entangling neighboring trees.,quechua.misc_sentence.translation.spa + googletranslate(es->en),medium,1,translated in priority batch
Quechua,quechua,audios/16842.wav,H155,Para el Viernes Santo se prepara batido de quinua por costumbre,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16843.wav,C088,Nosotros comemos a tu gallina,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16844.wav,A108,Esta poesía no le escribí yo,I did not write this poetry,quechua.misc_sentence.translation.spa + googletranslate(es->en),medium,1,translated in priority batch
Quechua,quechua,audios/16845.wav,F058,Ayer llegó,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16846.wav,S103,La oficina abre a las 8 de la mañana,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16847.wav,F004,Miseria,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16848.wav,E106,Este alimento es muy bueno para aplacar la sed,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16849.wav,F207,¡Mi hija ha sido agredida por su esposo!,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16850.wav,N226,"Cuando alguien te llama débil, de repente pierdes fuerza y entusiasmo para continuar la lucha contra la adversidad.",NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16851.wav,C170,Mario ayuda a trabajar a nuestro padre,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16852.wav,T174,La gente debe vivir limpia de toda culpa y sin odios.,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16853.wav,T097,No hay ningún árbol frutal,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16854.wav,E111,Esa criatura tiene muchos conocimientos,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16855.wav,N136,Mientras dure el juicio ella estará en la cárcel.,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16856.wav,F211,Las peores enfermedades son aquellas que se desarrollan sin que nadie lo sepa.,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16857.wav,E081,"A tu mamá, dale beso",NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16858.wav,F214,Descartar a la gente simplemente porque no pertenecen a su grupo es triste.,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16859.wav,E171,La tierra arcillosa o la removida se pone barrosa cuando llueve.,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16860.wav,T025,Separarse,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16861.wav,F129,Hace ya más de un mes que estoy enfermo,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16862.wav,C219,Las cosas simples son siempre las más inusuales.,The simple things are always the most unusual.,quechua.misc_sentence.translation.spa + googletranslate(es->en),medium,1,translated in priority batch
Quechua,quechua,audios/16863.wav,N043,Me pidió que le diera de comer,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16864.wav,F052,Los alumnos del Instituto cantan tocando,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16865.wav,A100,Mi yerno se fue a trabajar a un pueblo muy lejano,My son-in-law went to work in a very far away town.,quechua.misc_sentence.translation.spa + googletranslate(es->en),medium,1,translated in priority batch
Quechua,quechua,audios/16866.wav,C214,La tristeza es como una procesión; Siempre pasa.,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16867.wav,S093,Raúl está llorando en el lago,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16868.wav,N171,"Tengo dos hijas y tres hijos, en total son cinco hermanos.","I have two daughters and three sons, in total there are five brothers.",quechua.misc_sentence.translation.spa + googletranslate(es->en),medium,1,translated in priority batch
Quechua,quechua,audios/16869.wav,N182,Mi papá y con mi mamá trabajan,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16870.wav,E116,Las vicuñas caminan siempre formando tropas,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16871.wav,C021,Inteligente,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16872.wav,E220,Fue el regalo más maravilloso y valioso que podian darme.,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16873.wav,S220,La hierba siempre es más verde en el otro lado.,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16874.wav,C212,Una beca proporciona oportunidades para el desarrollo del talento y elimina las preocupaciones diarias.,A scholarship provides opportunities for talent development and eliminates daily worries.,quechua.misc_sentence.translation.spa + googletranslate(es->en),medium,1,translated in priority batch
Quechua,quechua,audios/16875.wav,T023,Quemado,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16876.wav,F019,Helada,Frost,quechua.misc_sentence.translation.spa + googletranslate(es->en),medium,1,translated in priority batch
Quechua,quechua,audios/16877.wav,N049,Luego de despancar el maóz se gurda en la ramada,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16878.wav,F053,Nos quieren pegar,They want to hit us,quechua.misc_sentence.translation.spa + googletranslate(es->en),medium,1,translated in priority batch
Quechua,quechua,audios/16879.wav,S081,Todos estan sentados,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16880.wav,C077,Estoy comiendo,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16881.wav,F161,Esa tu perra habşa trasladado sus crşas a otra madriŐuera.,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16882.wav,S109,Trabajo desde lunes hasta viernes,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16883.wav,N226,"Cuando alguien te llama débil, de repente pierdes fuerza y entusiasmo para continuar la lucha contra la adversidad.",NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16884.wav,S173,Trabajo el lunes,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16885.wav,C037,Plato,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16886.wav,A066,Hablan de mi,They talk about me,quechua.misc_sentence.translation.spa + googletranslate(es->en),medium,1,translated in priority batch
Quechua,quechua,audios/16887.wav,N123,Dicen que la fiesta del Sol se festejaba el día 2ϭ de junio.,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16888.wav,B158,"Las vicuñas deben ser esquiladas antes de la época de lluvias, a fin de que su lana retoñe pronto.",NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16889.wav,H154,"¡Vamos, te invito a jugar canicas!",NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16890.wav,C003,Fritura,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16891.wav,N010,Agua,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16892.wav,T087,El pato no tiene miedo a las aguas,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16893.wav,B171,Al perro se le ahorca con una soguilla,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16894.wav,F191,La conciencia de mi propia muerte me persigue.,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16895.wav,E216,Nunca pensé que otra persona podría hacerme tan feliz.,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16896.wav,A032,Sin sal,without salt,quechua.misc_sentence.translation.spa + googletranslate(es->en),medium,1,translated in priority batch
Quechua,quechua,audios/16897.wav,T179,En la casa hay muchas gallinas,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16898.wav,N065,La paloma torcaz canta melodiosamente desde los árboles,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16899.wav,E046,Lleva el sombrero a tu casa,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16900.wav,A145,Quizás la mayor fuente de disgusto en los humanos es la vista y el olor a carroña.,Perhaps the greatest source of disgust in humans is the sight and smell of carrion.,quechua.misc_sentence.translation.spa + googletranslate(es->en),medium,1,translated in priority batch
Quechua,quechua,audios/16901.wav,C166,El sapo no tiene sangre,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16902.wav,N204,En el jardín tapé maíz para la jora,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16903.wav,C096,"De acuerdo con su naturaleza, el hombre desprecia el hambre después de satisfacer su apetito.",NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16904.wav,B166,Dos varas constituyen una brazada,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16905.wav,C186,Esta carne está en la sartén.,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16906.wav,F157,Las mantas mal urdidas salen con las esquinas disparejas.,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16907.wav,T001,Herido,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16908.wav,F132,El papagayo imita hablar casi como otras personas,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16909.wav,N089,Tú quieres chocolate,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
Quechua,quechua,audios/16910.wav,C223,Un loro puede incluso decir palabras que un humano no repetirá.,NA,quechua.misc_sentence.translation.spa + googletranslate(es->en),low,0,not_translated_priority_cap_250
